排名,中文域名,Punycode,字数,词频,词性,英文释义,类别,综合推荐分,年费USD,注册周期年,购买验证链接,验证时间UTC,词典来源
516,朝气蓬勃.com,xn--ygr968b7sd4n5a.com,4,55,i,full of youthful energy (idiom); vigorous; energetic; a bright spark,成语意象,84.5,11.25,1,https://vercel.com/domains/search?q=xn--ygr968b7sd4n5a.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
517,有惊无险.com,xn--keu26iozae00l.com,4,55,i,to be more scared than hurt (idiom); to get through a daunting experience without mishap,成语意象,84.5,11.25,1,https://vercel.com/domains/search?q=xn--keu26iozae00l.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
518,畅所欲言.com,xn--8ou02r9uiusv.com,4,52,i,lit. fluently saying all one wants (idiom); to preach freely on one's favorite topic; to hold forth to one's heart's content,成语意象,84.4,11.25,1,https://vercel.com/domains/search?q=xn--8ou02r9uiusv.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
519,对答如流.com,xn--bvs30di3zzin.com,4,50,i,able to reply quickly and fluently (idiom); having a ready answer,成语意象,84.4,11.25,1,https://vercel.com/domains/search?q=xn--bvs30di3zzin.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
520,奇珍异宝.com,xn--mts47cq6dl23a.com,4,50,i,rare treasure (idiom),成语意象,84.4,11.25,1,https://vercel.com/domains/search?q=xn--mts47cq6dl23a.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
521,深入浅出.com,xn--y5qznu21evta.com,4,50,i,to explain a complicated subject matter in simple terms (idiom); (of language) simple and easy to understand,成语意象,84.3,11.25,1,https://vercel.com/domains/search?q=xn--y5qznu21evta.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
522,十拿九稳.com,xn--sjqz2jpzq5sw.com,4,50,i,(idiom) to be a cinch; in the bag; (idiom) (of a person) confident of success,成语意象,84.3,11.25,1,https://vercel.com/domains/search?q=xn--sjqz2jpzq5sw.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
523,众望所归.com,xn--3oqp90bj9bb8g.com,4,50,i,(idiom) to enjoy popular support; to receive general approval,成语意象,84.3,11.25,1,https://vercel.com/domains/search?q=xn--3oqp90bj9bb8g.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
524,绘声绘色.com,xn--4qsz59fba208a.com,4,49,i,vivid and colorful (idiom); true to life; lively and realistic,内容文化,84.2,11.25,1,https://vercel.com/domains/search?q=xn--4qsz59fba208a.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
525,井然有序.com,xn--elq620b8lgy1k.com,4,49,i,everything clear and in good order (idiom); neat and tidy,成语意象,84.2,11.25,1,https://vercel.com/domains/search?q=xn--elq620b8lgy1k.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
526,不偏不倚.com,xn--ihqa98m9f.com,4,47,i,(idiom) even-handed; impartial; unbiased,成语意象,84.2,11.25,1,https://vercel.com/domains/search?q=xn--ihqa98m9f.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
527,滚瓜烂熟.com,xn--fcxq4b7so4h.com,4,47,i,lit. ripe as a melon that rolls from its vine (idiom); fig. to know fluently; to know sth inside out; to know sth by heart,成语意象,84.2,11.25,1,https://vercel.com/domains/search?q=xn--fcxq4b7so4h.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
528,投产.com,xn--wlqs99b.com,2,993,vn,to put into production; to put into operation,通用品牌,84.1,11.25,1,https://vercel.com/domains/search?q=xn--wlqs99b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
529,废寝忘食.com,xn--jdtz7d40aq33m.com,4,45,i,(idiom) to skip one's sleep and meals; to be completely wrapped up in one's work,成语意象,84.1,11.25,1,https://vercel.com/domains/search?q=xn--jdtz7d40aq33m.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
530,后起之秀.com,xn--9iq43lg90b0qq.com,4,45,i,(idiom) an up-and-coming youngster; new talent; a brilliant younger generation,成语意象,84.1,11.25,1,https://vercel.com/domains/search?q=xn--9iq43lg90b0qq.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
531,亲密无间.com,xn--7lqs23axzhw83c.com,4,45,i,(idiom) to have a very close relationship with each other,成语意象,84.0,11.25,1,https://vercel.com/domains/search?q=xn--7lqs23axzhw83c.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
532,酣畅淋漓.com,xn--o3w60a59kvw6a.com,4,44,i,to one's heart's content (idiom),成语意象,84.0,11.25,1,https://vercel.com/domains/search?q=xn--o3w60a59kvw6a.com,2026-07-23T18:39:10.413Z,Jieba + CC-CEDICT
533,一以贯之.com,xn--4gqygtri70r.com,4,44,i,"(idiom) (of a principle, purpose etc) consistently upheld; adhered to from beginning to end",成语意象,84.0,11.25,1,https://vercel.com/domains/search?q=xn--4gqygtri70r.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
534,今非昔比.com,xn--wmqr18cg7d1z6c.com,4,43,i,(idiom) things are very different now; times have changed,成语意象,83.9,11.25,1,https://vercel.com/domains/search?q=xn--wmqr18cg7d1z6c.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
535,始终如一.com,xn--4gq63zigu66k.com,4,43,i,unswerving from start to finish (idiom),成语意象,83.9,11.25,1,https://vercel.com/domains/search?q=xn--4gq63zigu66k.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
536,重组.com,xn--tn0au30b.com,2,925,vn,to reorganize; to recombine; to restructure,通用品牌,83.9,11.25,1,https://vercel.com/domains/search?q=xn--tn0au30b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
537,绝无仅有.com,xn--rmq167crzac11e.com,4,210,l,one and only (idiom); rarely seen; unique of its kind,成语意象,83.9,11.25,1,https://vercel.com/domains/search?q=xn--rmq167crzac11e.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
538,错落有致.com,xn--8ov221ddtbi33a.com,4,42,i,in picturesque disorder (idiom); irregular arrangement with charming effect,成语意象,83.8,11.25,1,https://vercel.com/domains/search?q=xn--8ov221ddtbi33a.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
539,大有裨益.com,xn--pssy63ayjmbur.com,4,41,i,bringing great benefits (idiom); very useful; of great service; to help greatly; to serve one well,成语意象,83.8,11.25,1,https://vercel.com/domains/search?q=xn--pssy63ayjmbur.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
540,举世无双.com,xn--rhqqdz6r5yv.com,4,41,i,unrivaled (idiom); world number one; unique; unequaled,成语意象,83.8,11.25,1,https://vercel.com/domains/search?q=xn--rhqqdz6r5yv.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
541,三生有幸.com,xn--ehq931b7ngd8o.com,4,40,i,the blessing of three lifetimes (idiom); (courteous language) it's my good fortune...,成语意象,83.7,11.25,1,https://vercel.com/domains/search?q=xn--ehq931b7ngd8o.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
542,铁面无私.com,xn--rgv955bowt6mc.com,4,39,i,strictly impartial and incorruptible (idiom),成语意象,83.7,11.25,1,https://vercel.com/domains/search?q=xn--rgv955bowt6mc.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
543,预先.com,xn--44qp05o.com,2,850,vn,beforehand; in advance,通用品牌,83.7,11.25,1,https://vercel.com/domains/search?q=xn--44qp05o.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
544,短小精悍.com,xn--yet87h46y7me.com,4,38,i,(of a person) short but plucky (idiom); (of an article) concise and forceful,成语意象,83.6,11.25,1,https://vercel.com/domains/search?q=xn--yet87h46y7me.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
545,一语道破.com,xn--4gqu24h0mmy9d.com,4,38,i,one word says it all (idiom); to hit the nail on the head; to be pithy and correct,成语意象,83.6,11.25,1,https://vercel.com/domains/search?q=xn--4gqu24h0mmy9d.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
546,重修.com,xn--8uqu91n.com,2,834,vn,to reconstruct; to repair; to revamp; to revise; to retake a failed course,通用品牌,83.6,11.25,1,https://vercel.com/domains/search?q=xn--8uqu91n.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
547,起跑线.com,xn--on0a941azha.com,3,73,n,the starting line (of a race); scratch line (in a relay race),通用品牌,83.6,11.25,1,https://vercel.com/domains/search?q=xn--on0a941azha.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
548,横空出世.com,xn--rhqr8gz02aj3o.com,4,36,i,(idiom) to come to the fore in spectacular fashion; to emerge from obscurity to achieve great success,成语意象,83.5,11.25,1,https://vercel.com/domains/search?q=xn--rhqr8gz02aj3o.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
549,快马加鞭.com,xn--yfr322ast7bkkc.com,4,36,i,to spur the horse to full speed (idiom); to go as fast as possible,成语意象,83.5,11.25,1,https://vercel.com/domains/search?q=xn--yfr322ast7bkkc.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
550,一扫而空.com,xn--4gqr11c6rr78e.com,4,36,i,(idiom) to make a clean sweep of; to clean out,成语意象,83.5,11.25,1,https://vercel.com/domains/search?q=xn--4gqr11c6rr78e.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
551,摩擦.com,xn--14uuk.com,2,802,vn,friction; rubbing; chafing; fig. disharmony; conflict; also written 磨擦,通用品牌,83.4,11.25,1,https://vercel.com/domains/search?q=xn--14uuk.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
552,流连忘返.com,xn--n6t811ay40adba.com,4,181,l,to linger; to remain enjoying oneself and forget to go home,成语意象,83.4,11.25,1,https://vercel.com/domains/search?q=xn--n6t811ay40adba.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
553,一枝独秀.com,xn--4gq573df5h1zg.com,4,35,i,lit. only one branch of the tree is thriving (idiom); fig. to be in a league of one's own; outstanding,成语意象,83.4,11.25,1,https://vercel.com/domains/search?q=xn--4gq573df5h1zg.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
554,领导力.com,xn--tfr11tn24c.com,3,69,n,leadership (capacity to lead),商业价值,83.3,11.25,1,https://vercel.com/domains/search?q=xn--tfr11tn24c.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
555,竞选.com,xn--buzn74b.com,2,778,vn,to take part in an election; to run for office,通用品牌,83.3,11.25,1,https://vercel.com/domains/search?q=xn--buzn74b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
556,鬼斧神工.com,xn--estp6ovyr235a.com,4,34,i,supernaturally fine craft (idiom); the work of the Gods; uncanny workmanship; superlative craftsmanship,成语意象,83.3,11.25,1,https://vercel.com/domains/search?q=xn--estp6ovyr235a.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
557,含情脉脉.com,xn--8qr260a99ya.com,4,34,i,full of tender feelings (idiom); tender-hearted,成语意象,83.3,11.25,1,https://vercel.com/domains/search?q=xn--8qr260a99ya.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
558,口若悬河.com,xn--6or801a6ljllw.com,4,34,i,mouth like a torrent (idiom); eloquent; glib; voluble; have the gift of the gab,生活审美,83.2,11.25,1,https://vercel.com/domains/search?q=xn--6or801a6ljllw.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
559,亭亭玉立.com,xn--2lqa224zmcg.com,4,34,i,(idiom) (of a woman) slender and elegant; (idiom) (of a plant) tall and straight,成语意象,83.2,11.25,1,https://vercel.com/domains/search?q=xn--2lqa224zmcg.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
560,一言九鼎.com,xn--4gqsiu94nbvr.com,4,34,i,one word worth nine sacred tripods (idiom); words of enormous weight,成语意象,83.2,11.25,1,https://vercel.com/domains/search?q=xn--4gqsiu94nbvr.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
561,重整旗鼓.com,xn--odvoiu91jodl.com,4,34,i,lit. to reorganize flags and drums (idiom); to regroup after a setback; to prepare for new initiatives; to attempt a comeback,成语意象,83.1,11.25,1,https://vercel.com/domains/search?q=xn--odvoiu91jodl.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
562,刚柔并济.com,xn--4br241asjhjuf.com,4,33,i,to couple strength and gentleness (idiom),成语意象,83.1,11.25,1,https://vercel.com/domains/search?q=xn--4br241asjhjuf.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
563,有口皆碑.com,xn--6or985b5jl13b.com,4,33,i,every voice gives praise (idiom); with an extensive public reputation,成语意象,83.1,11.25,1,https://vercel.com/domains/search?q=xn--6or985b5jl13b.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
564,能屈能伸.com,xn--1pq413apv2aba.com,4,32,i,"can bow and submit, or can stand tall (idiom, from Book of Changes); ready to give and take; flexible",成语意象,83.0,11.25,1,https://vercel.com/domains/search?q=xn--1pq413apv2aba.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
565,精雕细刻.com,xn--2cr494hujb429b.com,4,31,i,(lit.) fine sculpting (idiom); (fig.) to work (at sth) with extreme care and precision,成语意象,83.0,11.25,1,https://vercel.com/domains/search?q=xn--2cr494hujb429b.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
566,仗义疏财.com,xn--7iq5mh50hzyt.com,4,30,i,to help the needy for justice (idiom); to be loyal to one's friends and generous to the needy,商业价值,83.0,11.25,1,https://vercel.com/domains/search?q=xn--7iq5mh50hzyt.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
567,知识面.com,xn--k7y073b0oi.com,3,61,n,breadth of knowledge,通用品牌,83.0,11.25,1,https://vercel.com/domains/search?q=xn--k7y073b0oi.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
568,承受力.com,xn--tfrp2au53a.com,3,58,n,tolerance; capability of adapting oneself,通用品牌,82.9,11.25,1,https://vercel.com/domains/search?q=xn--tfrp2au53a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
569,调和.com,xn--0trr40k.com,2,644,vn,harmonious; to mediate; to reconcile; mediation; to compromise; to mix; to blend; blended; to season; seasoning; to placate,通用品牌,82.9,11.25,1,https://vercel.com/domains/search?q=xn--0trr40k.com,2026-07-23T18:36:19.164Z,Jieba + CC-CEDICT
570,真相大白.com,xn--pssq69drka5e.com,4,51,l,the whole truth is revealed (idiom); everything becomes clear,品质价值,82.9,11.25,1,https://vercel.com/domains/search?q=xn--pssq69drka5e.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
571,绝处逢生.com,xn--prsy76dzvgk3r.com,4,26,i,(idiom) to find a way to survive when everything seems hopeless,成语意象,82.8,11.25,1,https://vercel.com/domains/search?q=xn--prsy76dzvgk3r.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
572,成就感.com,xn--xftq8ivua.com,3,96,l,sense of achievement,通用品牌,82.8,11.25,1,https://vercel.com/domains/search?q=xn--xftq8ivua.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
573,不失时机.com,xn--ihq84yhkkbib.com,4,139,l,to seize the opportune moment; to lose no time,成语意象,82.8,11.25,1,https://vercel.com/domains/search?q=xn--ihq84yhkkbib.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
574,时时刻刻.com,xn--2cra562ma.com,4,138,l,at all times,成语意象,82.8,11.25,1,https://vercel.com/domains/search?q=xn--2cra562ma.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
575,泰然处之.com,xn--9iq34xe6pb6d.com,4,25,i,to handle the situation calmly (idiom); unruffled; to treat the situation lightly,成语意象,82.7,11.25,1,https://vercel.com/domains/search?q=xn--9iq34xe6pb6d.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
576,怡然自得.com,xn--s4twlj15byxp.com,4,25,i,happy and content (idiom),成语意象,82.7,11.25,1,https://vercel.com/domains/search?q=xn--s4twlj15byxp.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
577,如日中天.com,xn--fiqr1yuhl15b.com,4,48,l,"lit. like the sun at noon (idiom); fig. to be at the peak of one's power, career etc",生活审美,82.7,11.25,1,https://vercel.com/domains/search?q=xn--fiqr1yuhl15b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
578,后生可畏.com,xn--jprrc494ksfa.com,4,24,i,the young will be redoubtable in the years to come (idiom); the younger generations will surpass us in time,成语意象,82.6,11.25,1,https://vercel.com/domains/search?q=xn--jprrc494ksfa.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
579,学以致用.com,xn--onqr81ai7tnwl.com,4,47,l,(idiom) to study sth in order to apply it,成语意象,82.6,11.25,1,https://vercel.com/domains/search?q=xn--onqr81ai7tnwl.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
580,悄无声息.com,xn--4qs67o0b871a.com,4,126,l,quietly; noiselessly,内容文化,82.6,11.25,1,https://vercel.com/domains/search?q=xn--4qs67o0b871a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
581,雅俗共赏.com,xn--luqw2bx01jz5h.com,4,42,l,can be enjoyed by scholars and lay-people alike (idiom),成语意象,82.5,11.25,1,https://vercel.com/domains/search?q=xn--luqw2bx01jz5h.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
582,与时俱进.com,xn--jhqv9bf12b0j2b.com,4,120,l,abreast of modern developments; to keep up with the times; progressive; timely,成语意象,82.5,11.25,1,https://vercel.com/domains/search?q=xn--jhqv9bf12b0j2b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
583,美不胜收.com,xn--ihq977c9tshgb.com,4,40,l,nothing more beautiful can be imagined (idiom),生活审美,82.5,11.25,1,https://vercel.com/domains/search?q=xn--ihq977c9tshgb.com,2026-07-23T18:39:10.414Z,Jieba + CC-CEDICT
584,有声有色.com,xn--4qsx14aba281z.com,4,114,l,having sound and color (idiom); vivid; dazzling,内容文化,82.5,11.25,1,https://vercel.com/domains/search?q=xn--4qsx14aba281z.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
585,数据流.com,xn--vxup8bt1m.com,3,41,n,data stream; data flow,科技产品,82.4,11.25,1,https://vercel.com/domains/search?q=xn--vxup8bt1m.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
586,有识之士.com,xn--9iqw2xzml4y9a.com,4,109,l,a person with knowledge and experience (idiom),成语意象,82.4,11.25,1,https://vercel.com/domains/search?q=xn--9iqw2xzml4y9a.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
587,知人善任.com,xn--gmqzfs4r143b.com,4,35,l,(idiom) expert at appointing people according to their abilities; to put the right people in the right places,品质价值,82.4,11.25,1,https://vercel.com/domains/search?q=xn--gmqzfs4r143b.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
588,不同凡响.com,xn--ihq26gt3bdwa.com,4,79,l,lit. not a common chord (idiom); outstanding; brilliant; out of the common run,成语意象,82.3,11.25,1,https://vercel.com/domains/search?q=xn--ihq26gt3bdwa.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
589,可信度.com,xn--vuqr2hf0l.com,3,53,l,degree of credibility; reliability,科技产品,82.3,11.25,1,https://vercel.com/domains/search?q=xn--vuqr2hf0l.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
590,风景线.com,xn--ukv245c0ns.com,3,319,n,"a strip of scenic beauty (coast, river, road etc); (fig.) an eye-catching feature",生活审美,82.3,11.25,1,https://vercel.com/domains/search?q=xn--ukv245c0ns.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
591,且慢.com,xn--phq938b.com,2,332,l,to wait a moment; do not go too soon,通用品牌,82.2,11.25,1,https://vercel.com/domains/search?q=xn--phq938b.com,2026-07-23T18:36:19.167Z,Jieba + CC-CEDICT
592,增加值.com,xn--hxq01dq7h.com,3,1861,n,value added (accountancy),通用品牌,82.2,11.25,1,https://vercel.com/domains/search?q=xn--hxq01dq7h.com,2026-07-23T18:28:33.160Z,Jieba + CC-CEDICT
593,别开生面.com,xn--mcrs62aojrok5a.com,4,67,l,to start sth new or original (idiom); to break a new path; to break fresh ground,成语意象,82.2,11.25,1,https://vercel.com/domains/search?q=xn--mcrs62aojrok5a.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
594,建筑群.com,xn--b0tu44d54c.com,3,1756,n,building complex; cluster of buildings,通用品牌,82.2,11.25,1,https://vercel.com/domains/search?q=xn--b0tu44d54c.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
595,无价之宝.com,xn--9iq2pm72afkk.com,4,57,l,(idiom) priceless treasure,成语意象,82.1,11.25,1,https://vercel.com/domains/search?q=xn--9iq2pm72afkk.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
596,知遇之恩.com,xn--9iqp55bj9qnjw.com,4,57,l,lit. the kindness of recognizing sb's worth and employing him (idiom); patronage; protection,成语意象,82.1,11.25,1,https://vercel.com/domains/search?q=xn--9iqp55bj9qnjw.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
597,一脉相承.com,xn--4gqp31ch3orpj.com,4,56,l,"traceable to the same stock (idiom); of a common origin (of trends, ideas etc)",成语意象,82.1,11.25,1,https://vercel.com/domains/search?q=xn--4gqp31ch3orpj.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
598,海岸线.com,xn--sjtp30bi5m.com,3,600,n,coastline; seaboard; shoreline,生活审美,82.0,11.25,1,https://vercel.com/domains/search?q=xn--sjtp30bi5m.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
599,高歌猛进.com,xn--flwo0o44zoyj.com,4,53,l,to advance singing loudly (idiom); triumphant progress,成语意象,82.0,11.25,1,https://vercel.com/domains/search?q=xn--flwo0o44zoyj.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
600,农作物.com,xn--2qqr8c147c.com,3,1465,n,(farm) crops,通用品牌,82.0,11.25,1,https://vercel.com/domains/search?q=xn--2qqr8c147c.com,2026-07-23T18:39:10.413Z,Jieba + CC-CEDICT
601,有生之年.com,xn--9iqv70bjoge8o.com,4,52,l,(idiom) during one's lifetime; while one is on this earth; in one's remaining years,成语意象,81.9,11.25,1,https://vercel.com/domains/search?q=xn--9iqv70bjoge8o.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
602,精神文明.com,xn--7dvrlk80czfd.com,4,1118,i,spiritual culture,内容文化,81.9,11.25,1,https://vercel.com/domains/search?q=xn--7dvrlk80czfd.com,2026-07-23T18:21:29.174Z,Jieba + CC-CEDICT
603,建筑业.com,xn--vhq342b4mv.com,3,1156,n,building industry,通用品牌,81.9,11.25,1,https://vercel.com/domains/search?q=xn--vhq342b4mv.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
604,建筑物.com,xn--b0to64bopg.com,3,1147,n,building; structure; edifice,通用品牌,81.9,11.25,1,https://vercel.com/domains/search?q=xn--b0to64bopg.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
605,软着陆.com,xn--u2yv92ce0e.com,3,76,l,(aviation) soft landing; (economics) soft landing,通用品牌,81.8,11.25,1,https://vercel.com/domains/search?q=xn--u2yv92ce0e.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
606,当事人.com,xn--3kq5d076c.com,3,1135,n,persons involved or implicated; party (to an affair),通用品牌,81.8,11.25,1,https://vercel.com/domains/search?q=xn--3kq5d076c.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
607,火车站.com,xn--vnxm6t6sq.com,3,1117,n,train station,通用品牌,81.8,11.25,1,https://vercel.com/domains/search?q=xn--vnxm6t6sq.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
608,代表作.com,xn--mnq6kv42m.com,3,1106,n,representative work (of an author or artist),通用品牌,81.7,11.25,1,https://vercel.com/domains/search?q=xn--mnq6kv42m.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
609,副作用.com,xn--2qqt8e7z0c.com,3,425,n,side effect,通用品牌,81.7,11.25,1,https://vercel.com/domains/search?q=xn--2qqt8e7z0c.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
610,文化史.com,xn--cjrwt353b.com,3,394,n,cultural history,内容文化,81.7,11.25,1,https://vercel.com/domains/search?q=xn--cjrwt353b.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
611,科学院.com,xn--48st12e4st.com,3,986,n,academy of sciences; CL:個|个[ge4],通用品牌,81.6,11.25,1,https://vercel.com/domains/search?q=xn--48st12e4st.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
612,新闻界.com,xn--efv806afvy.com,3,375,n,the press; the media,通用品牌,81.6,11.25,1,https://vercel.com/domains/search?q=xn--efv806afvy.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
613,金黄色.com,xn--qf1at82afxj.com,3,344,n,gold color,生活审美,81.6,11.25,1,https://vercel.com/domains/search?q=xn--qf1at82afxj.com,2026-07-23T18:39:10.418Z,Jieba + CC-CEDICT
614,文学史.com,xn--mpr56oi4i.com,3,337,n,history of literature,内容文化,81.6,11.25,1,https://vercel.com/domains/search?q=xn--mpr56oi4i.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
615,制成品.com,xn--xcrv5d9zt.com,3,114,n,manufactured goods; finished product,通用品牌,81.5,11.25,1,https://vercel.com/domains/search?q=xn--xcrv5d9zt.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
616,轻工业.com,xn--vhqv89abp1b.com,3,717,n,light industry,通用品牌,81.5,11.25,1,https://vercel.com/domains/search?q=xn--vhqv89abp1b.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
617,艺术节.com,xn--cqv902dza.com,3,273,n,arts festival,内容文化,81.5,11.25,1,https://vercel.com/domains/search?q=xn--cqv902dza.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
618,美术史.com,xn--mprp16b0yr.com,3,217,n,history of art,内容文化,81.4,11.25,1,https://vercel.com/domains/search?q=xn--mprp16b0yr.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
619,自尊心.com,xn--teto0gm34b.com,3,208,i,self-respect; self-esteem; ego,品质价值,81.4,11.25,1,https://vercel.com/domains/search?q=xn--teto0gm34b.com,2026-07-23T18:36:19.168Z,Jieba + CC-CEDICT
620,心里话.com,xn--15tr59ggzd.com,3,206,n,(to express one's) true feelings; what is on one's mind; secret mind,品质价值,81.4,11.25,1,https://vercel.com/domains/search?q=xn--15tr59ggzd.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
621,生产线.com,xn--wlqs15ging.com,3,521,n,assembly line; production line,通用品牌,81.3,11.25,1,https://vercel.com/domains/search?q=xn--wlqs15ging.com,2026-07-23T18:39:10.415Z,Jieba + CC-CEDICT
622,可见光.com,xn--54q67d8z1f.com,3,200,v,visible light; light in optical spectrum,生活审美,81.3,11.25,1,https://vercel.com/domains/search?q=xn--54q67d8z1f.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
623,价值观.com,xn--6nqu4ai67j.com,3,515,n,value system; personal or cultural values,通用品牌,81.3,11.25,1,https://vercel.com/domains/search?q=xn--6nqu4ai67j.com,2026-07-23T18:42:16.247Z,Jieba + CC-CEDICT
624,海平面.com,xn--gwt274a3u5a.com,3,196,n,sea level,生活审美,81.3,11.25,1,https://vercel.com/domains/search?q=xn--gwt274a3u5a.com,2026-07-23T18:42:16.249Z,Jieba + CC-CEDICT
